"key","zh_CN"
"ACHIEV_OPTION","显示成就"
"MUSIC_OPTION","音乐音量"
"SOUND_OPTION","音效音量"
"VSync","垂直同步"
"FPS_OPTION","目标帧率"
"FPS_PHYSICS_OPTION","物理帧率"
"FPS_UNCAPPED","无上限"
"WSIZE_OPTION","窗口大小"
"FULLSCREEN_OPTION","全屏"
"STRETCH_OPTION","拉伸模式"
"STRETCH_OPTION_VIEWPORT","无插值"
"STRETCH_OPTION_2D","插值"
"CRT_OPTION","CRT滤镜"
"LIGHT_VALUE","轻度"
"STRONG_VALUE","强烈"
"DEBUG_OPTION","显示调试"
"SHOWIGT_OPTION","显示游戏时间"
"GATEWAYSKIP_OPTION","跳过入口"
"ASPECT_OPTION","画面比例"
"IGNORE_VALUE","忽略"
"KEEP_VALUE","保持"
"KEYCFG_TITLE","按键设置"
"EXIT_MAINMENU","返回标题画面"
"ACTION_CTG","动作"
"KEYBOARD_CTG","键盘"
"JOYPAD_CTG","手柄"
"LEFT_ACT","左"
"RIGHT_ACT","右"
"NEWGAME_OPTION","新游戏+"
"CLEARSAVE_OPTION","清除存档并重置"
"CLEARSAVE_CONFIRM","再次按下确认"
"RESET_ACHIEV","清除成就进度"
"CLEARSAVE_CONFIRM","再次按下确认"
"RESET_ACHIEV_FINISHED","成就进度已清除。"
"UP_ACT","上"
"DOWN_ACT","下"
"SHOT_ACT","射击"
"SHOT2_ACT","射击2"
"JUMP_ACT","跳跃"
"DASH_ACT","冲刺"
"ARMORABILITY_ACT","装甲能力"
"PREV_ACT","上一个武器"
"NEXT_ACT","下一个武器"
"PAUSE_ACT","暂停菜单"
"CONFIRM_ACT","菜单确认"
"WPNLEFT_ACT","轮盘左"
"WPNRIGHT_ACT","轮盘右"
"WPNUP_ACT","轮盘上"
"WPNDOWN_ACT","轮盘下"
"WPNRESET_ACT","选择手炮"
"ACHIEV_SCREEN_TITLE","成就"
"ACHIEVEMENTSUNLOCKED","已获得成就"
"DEBUGACHIEVTITLE","未解锁成就..."
"DEBUGACHIEVDISC","使用了调试模式。"
"BEATINTRO_DISC","击败了诺亚公园的Boss。"
"BEATINTRO_TITLE","很高兴再次见到你"
"COLLECTALLHEARTS_DISC","收集了所有心形容器。"
"COLLECTALLHEARTS_TITLE","疾风行者"
"COLLECTALLSUBTANKS_DISC","收集了所有副油箱。"
"COLLECTALLSUBTANKS_TITLE","极限脱出"
"COLLECTFULLHERMES_DISC","收集了所有赫尔墨斯装甲部件。"
"COLLECTFULLHERMES_TITLE","灵魂擦除者"
"COLLECTFULLICARUS_DISC","收集了所有伊卡洛斯装甲部件。"
"COLLECTFULLICARUS_TITLE","指令任务"
"SURFEDONMISSILE_DISC","在空中冲浪了6秒。"
"SURFEDONMISSILE_TITLE","炸弹冲浪赛博朋克"
"DEFEATEDALL_DISC","击败了全部8位非正规Boss。"
"DEFEATEDALL_TITLE","轨道电梯"
"DEFEATEDANY_DISC","击败了任意一位非正规Boss。"
"DEFEATEDANY_TITLE","新世代思考型机器人"
"GIGACRUSHKILL_DISC","用超级粉碎击杀了Boss。"
"GIGACRUSHKILL_TITLE","大灾难"
"PELEDOSGAMES_DISC","击败Boss后巧妙地掂接了装甲。"
"PELEDOSGAMES_TITLE","游戏中的贝利"
"PERFECTKILL_DISC","在不使用特殊武器、不受伤、不升级的情况下击败了任意Boss。"
"PERFECTKILL_TITLE","狼之印记"
"XDRIVEDODGE_DISC","在必杀攻击期间使用了X驱动。"
"XDRIVEDODGE_TITLE","忍者之印记"
"GIGACRUSHKILL_DISC","用超级粉碎击杀了Boss。"
"GIGACRUSHKILL_TITLE","大灾难"
"ANTONIONBUSTERONLY_DISC","不使用特殊武器击败了重力·蚁獅王。"
"ANTONIONBUSTERONLY_TITLE","别给我贴标签"
"ANTONIONNAKED_DISC","不装备任何升级击败了重力·蚁獅王。"
"ANTONIONNAKED_TITLE","并非追求赞美"
"ANTONIONNODAMAGE_DISC","不受伤击败了重力·蚁獅王。"
"ANTONIONNODAMAGE_TITLE","不可思议的科学家"
"ANTONIONNOROTATION_DISC","在不旋转关卡且不死亡的情况下到达了报春花的终点。"
"ANTONIONNOROTATION_TITLE","传送门"
"MANOWARBUSTERONLY_DISC","不使用特殊武器击败了千兆伏特·僧帽水母。"
"MANOWARBUSTERONLY_TITLE","我完全掌控着自己"
"MANOWARNAKED_DISC","不装备任何升级击败了千兆伏特·僧帽水母。"
"MANOWARNAKED_TITLE","你到底是谁？"
"MANOWARNODAMAGE_DISC","不受伤击败了千兆伏特·僧帽水母。"
"MANOWARNODAMAGE_TITLE","我没有做错什么"
"MANOWARDOOREXPLODED_DISC","突破了王朝关。"
"MANOWARDOOREXPLODED_TITLE","全速前进"
"MANTISBUSTERONLY_DISC","不使用特殊武器击败了暗黑·螳螂。"
"MANTISBUSTERONLY_TITLE","让我的刀刃告诉你"
"MANTISNAKED_DISC","不装备任何升级击败了暗黑·螳螂。"
"MANTISNAKED_TITLE","不可能变成非正规，小子"
"MANTISNODAMAGE_DISC","不受伤击败了暗黑·螳螂。"
"MANTISNODAMAGE_TITLE","你珍视的""正义"""
"MANTISLIT_DISC","在漆黑中终结了黑暗。"
"MANTISLIT_TITLE","黑暗中的光芒"
"MANTISUNDETECTED_DISC","在漆黑中躲过了所有探照灯。"
"MANTISUNDETECTED_TITLE","影子战术"
"PANDABUSTERONLY_DISC","不使用特殊武器击败了竹林·熊猫大闹。"
"PANDABUSTERONLY_TITLE","唯一的目的就是毁灭"
"PANDANAKED_DISC","不装备任何升级击败了竹林·熊猫大闹。"
"PANDANAKED_TITLE","我们别无选择只能战斗"
"PANDANODAMAGE_DISC","不受伤击败了竹林·熊猫大闹。"
"PANDANODAMAGE_TITLE","你自己没想过吗？"
"PANDARIDEREACHED_DISC","驾驶骑乘装甲独眼巨人到达了增压森林的终点。"
"PANDARIDEREACHED_TITLE","机甲战士"
"ROOSTERBUSTERONLY_DISC","不使用特殊武器击败了烈焰·公鸡。"
"ROOSTERBUSTERONLY_TITLE","我必须付出的代价"
"ROOSTERNAKED_DISC","不装备任何升级击败了烈焰·公鸡。"
"ROOSTERNAKED_TITLE","被贴上非正规标签"
"ROOSTERNODAMAGE_DISC","不受伤击败了烈焰·公鸡。"
"ROOSTERNODAMAGE_TITLE","这不是普通的暴动"
"ROOSTERFROZEN_DISC","在地狱关阻止了岩浆墙。"
"ROOSTERFROZEN_TITLE","冥界"
"SUNFLOWERBUSTERONLY_DISC","不使用特殊武器击败了光学·向日葵。"
"SUNFLOWERBUSTERONLY_TITLE","没人能控制我们"
"SUNFLOWERNAKED_DISC","不装备任何升级击败了光学·向日葵。"
"SUNFLOWERNAKED_TITLE","我们不是怪物"
"SUNFLOWERNODAMAGE_DISC","不受伤击败了光学·向日葵。"
"SUNFLOWERNODAMAGE_TITLE","我们追求的东西"
"SUNFLOWERGOTSSSRANK_DISC","在单次通关中所有挑战都获得了S评价。"
"SUNFLOWERGOTSSSRANK_TITLE","重力回路"
"TRILOBYTEBUSTERONLY_DISC","不使用特殊武器击败了大地·三叶虫。"
"TRILOBYTEBUSTERONLY_TITLE","我们开采的矿石"
"TRILOBYTENAKED_DISC","不装备任何升级击败了大地·三叶虫。"
"TRILOBYTENAKED_TITLE","旧废铁堆"
"TRILOBYTENODAMAGE_DISC","不受伤击败了大地·三叶虫。"
"TRILOBYTENODAMAGE_TITLE","无脑的非正规猎人"
"YETIBUSTERONLY_DISC","不使用特殊武器击败了雪崩·雪人。"
"YETIBUSTERONLY_TITLE","已经太晚了……"
"YETINAKED_DISC","不装备任何升级击败了雪崩·雪人。"
"YETINAKED_TITLE","你们这些旧型号思考型机器人"
"YETINODAMAGE_DISC","不受伤击败了雪崩·雪人。"
"YETINODAMAGE_TITLE","渺小的非正规猎人"
"YETIDOOREXPLODED_DISC","突破了中央白色关。"
"YETIDOOREXPLODED_TITLE","音速冲刺"
"VILEJAKOBBUSTERONLY_DISC","不使用特殊武器击败了瓦伊尔。"
"VILEJAKOBBUSTERONLY_TITLE","拼凑真相"
"VILEJAKOBNAKED_DISC","不装备任何升级击败了瓦伊尔。"
"VILEJAKOBNAKED_TITLE","为了注定毁灭的世界"
"VILEJAKOBNODAMAGE_DISC","不受伤击败了瓦伊尔。"
"VILEJAKOBNODAMAGE_TITLE","在这种时候"
"VILEDEFEATEDTWICE_DISC","击败了瓦伊尔两次。"
"VILEDEFEATEDTWICE_TITLE","小小的重逢"
"VILEDEVILBEARDEFEATED_DISC","在战斗结束前击败了恶魔熊。"
"VILEDEVILBEARDEFEATED_TITLE","钢铁突击"
"VILEJAKOBDEFEATED_DISC","在轨道电梯顶部击败了瓦伊尔。"
"VILEJAKOBDEFEATED_TITLE","通往太空之路"
"VILESIGMADEFEATED_DISC","在西格玛宫殿击败了瓦伊尔。"
"VILESIGMADEFEATED_TITLE","希望犹存"
"GATEWAYFIESTA_DISC","在入口关中通过了最难的挑战。"
"GATEWAYFIESTA_TITLE","亡命之徒"
"COPYBUSTERONLY_DISC","不使用特殊武器击败了冒充者。"
"COPYBUSTERONLY_TITLE","你的世界已经腐朽"
"COPYNAKED_DISC","不装备任何升级击败了冒充者。"
"COPYNAKED_TITLE","阻止什么？"
"COPYNODAMAGE_DISC","不受伤击败了冒充者。"
"COPYNODAMAGE_TITLE","我确实是西格玛"
"COPYDEFEATED_DISC","击败了冒充者。"
"COPYDEFEATED_TITLE","是时候进行最终决战了"
"SIGMANAKED_DISC","不装备任何升级击败了西格玛。"
"SIGMANAKED_TITLE","新世界的统治者"
"SIGMANODAMAGE_DISC","不受伤击败了西格玛。"
"SIGMANODAMAGE_TITLE","我们的相遇是命中注定"
"LUMINENAKED_DISC","不装备任何升级击败了最终Boss。"
"LUMINENAKED_TITLE","我想你已经满意了吧"
"LUMINENODAMAGE_DISC","不受伤击败了最终Boss。"
"LUMINENODAMAGE_TITLE","我当然没事"
"SERAPHNAKED_DISC","不装备任何升级击败了最终Boss第二阶段。"
"SERAPHNAKED_TITLE","你有那个能力吗？"
"SERAPHNODAMAGE_DISC","不受伤击败了最终Boss第二阶段。"
"SERAPHNODAMAGE_TITLE","被诅咒的侵略循环"
"SERAPHDEFEATED_DISC","通关了游戏。"
"SERAPHDEFEATED_TITLE","旧世界的工具"
"SECRET1DEFEATED_DISC","击败了隐藏Boss。"
"SECRET1DEFEATED_TITLE","时间的回廊"
"SECRET2DEFEATED_DISC","击败了隐藏Boss #2。"
"SECRET2DEFEATED_TITLE","六道轮回"
"SECRET3DEFEATED_DISC","击败了隐藏Boss #3。"
"SECRET3DEFEATED_TITLE","双重命运"
"COLLECTBLACKZERO_TITLE","非正规最恐怖的噩梦"
"COLLECTBLACKZERO_DISC","解锁黑色装甲。去吧，我最伟大的杰作，你是世上最强的机器人。"
"COLLECTWHITEAXL_TITLE","未知之力"
"COLLECTWHITEAXL_DISC","解锁白色装甲。尽管经历了一切，那还是你……对吧？"
"COLLECTULTIMATEX_TITLE","为了永恒的和平"
"COLLECTULTIMATEX_DISC","解锁终极装甲。去吧，非正规猎人，你是人类最后的希望。"
"ZERODEFEATED_DISC","击败觉醒形态的杰洛。"
"ZERODEFEATED_TITLE","决定性的战斗"
"STAGE_DC","关卡"
"BOSS_DC","Boss"
"COMPLETION_DC","通关"
"NOAHSPARK_STAGE","诺亚公园"
"NOAHSPARK_NAME","螃蟹王-Y"
"SUNFLOWER_STAGE","特洛伊基地"
"SUNFLOWER_NAME","光学·向日葵"
"ANTONION_STAGE","报春花"
"ANTONION_NAME","重力·蚁獅王"
"MANTIS_STAGE","漆黑"
"MANTIS_NAME","暗黑·螳螂"
"MANOWAR_STAGE","王朝"
"MANOWAR_NAME","千兆伏特·僧帽水母"
"PANDA_STAGE","增压森林"
"PANDA_NAME","竹林·熊猫大闹"
"TRILOBYTE_STAGE","金属谷"
"TRILOBYTE_NAME","大地·三叶虫"
"YETI_STAGE","中央白色"
"YETI_NAME","雪崩·雪人"
"ROOSTER_STAGE","地狱"
"ROOSTER_NAME","烈焰·公鸡"
"JAKOB_STAGE","雅各布电梯"
"GATEWAY_STAGE","入口"
"SIGMA_STAGE","西格玛宫殿"
"HERMESHEAD1","X……我曾预料到总有一天会发生这样的事，所以为你准备了部件。"
"HERMESHEAD2","这次，你试试头部组件H。"
"HERMESHEAD3","装备这个部件后，你的武器蓄力速度会加快。"
"HERMESHEAD4","进入胶囊来装备这个新能力吧，X。"
"HERMESBODY1","X……我曾预料到总有一天会发生这样的事，所以为你准备了部件。"
"HERMESBODY2","来……试试躯体组件H。"
"HERMESBODY3","装备这个部件后，你就能通过攻击或消灭敌人来恢复受到的伤害。"
"HERMESBODY4","进入胶囊来装备这个新能力吧，X。"
"HERMESARMS1","X……我曾预料到总有一天会发生这样的事，所以为你准备了部件。"
"HERMESARMS2","来，试试这些手炮组件H。"
"HERMESARMS3","装备这个部件后，你将获得扩散蓄力射击攻击。"
"HERMESARMS4","你的武器在发射时也不会消耗能量，除了蓄力射击时。"
"HERMESARMS5","进入胶囊来装备这个新能力吧，X。"
"HERMESLEGS1","X……我曾预料到总有一天会发生这样的事，所以为你准备了部件。"
"HERMESLEGS2","试试这些脚部组件H。"
"HERMESLEGS3","它会让你的冲刺在地面和空中都免受敌人攻击。"
"HERMESLEGS4","进入胶囊来装备这个新能力吧，X。"
"ICARUSHEAD1","X……我曾预料到总有一天会发生这样的事，所以为你准备了部件。"
"ICARUSHEAD2","给你……头部组件I。"
"ICARUSHEAD3","装备这个部件后，你只需在敌人附近跳跃就能对他们造成伤害。"
"ICARUSHEAD4","进入胶囊来装备这个新能力吧，X。"
"ICARUSBODY1","X……我曾预料到总有一天会发生这样的事，所以为你准备了部件。"
"ICARUSBODY2","这次，你试试躯体组件I。"
"ICARUSBODY3","装备后，你受到的伤害会减少，而且敌人无法击退你。"
"ICARUSBODY4","进入胶囊来装备这个新能力吧，X。"
"ICARUSARMS1","X……我曾预料到总有一天会发生这样的事，所以为你准备了部件。"
"ICARUSARMS2","我为你准备了新部件……这是手炮组件I。"
"ICARUSARMS3","装备这个部件后，你将获得发射强力激光蓄力射击的能力。"
"ICARUSARMS4","另外，使用特殊武器的蓄力攻击时不会消耗能量。"
"ICARUSARMS5","进入胶囊来装备这个新能力吧，X。"
"ICARUSLEGS1","X……我曾预料到总有一天会发生这样的事，所以为你准备了部件。"
"ICARUSLEGS2","这些新部件是……脚部组件I。"
"ICARUSLEGS3","装备这个部件后，你可以跳得比平时高很多，并能进行两次空中冲刺。"
"ICARUSLEGS4","进入胶囊来装备这个新能力吧，X。"
"INTRO2-1","这里是X！我正在接近轨道电梯附近的事故现场！"
"INTRO2-2","这里到处都是非正规！"
"INTRO2-3","我将前往现场。收到我的信号后请派出救援机械体！"
"INTRO2-4","收到！"
"INTRO2-5","西……西格玛……！？"
"INTRO2-6","为了在事故中保护自己免受伤害……"
"INTRO2-7","我们不得不复制了坚固的西格玛身体。"
"INTRO2-8","我们新世代思考型机器人对所有病毒拥有完全的免疫力。"
"INTRO2-9","所以即使复制像西格玛这样危险的数据也没有任何风险。"
"INTRO2-10","你是谁？"
"INTRO2-11","我是露米涅……"
"INTRO2-12","我是电梯和雅各布计划的总负责人。"
"INTRO2-13","明白了。请稍等，我给团队发信号派救援——"
"INTRO3-1","又见面了真好，X！"
"INTRO3-2","瓦伊尔？！"
"INTRO3-3","哈哈哈……真想留下来和你玩玩，但恐怕有太多事要做……"
"INTRO3-4","你是通缉犯！站住，放了露米涅！"
"INTRO3-5","不可能。轨道电梯现在在我们的控制之下了……"
"INTRO3-6","你到底想干什么？！"
"INTRO3-7","现在开始了，X。一个新世界将要诞生！"
"INTRO3-8","哈哈哈哈哈哈哈哈哈哈！"
"ANTONION1","重力·蚁獅王……你曾是一位了不起的科学家。发生了什么？"
"ANTONION2","了不起的科学家？你有什么资格说这种话？"
"ANTONION3","我做研究不是为了获得你们这种人的称赞。"
"ANTONION4","难道……是西格玛让你变成非正规的？"
"ANTONION5","非正规？你又给我贴标签了。真是傲慢！"
"ANTONION6","不管怎样，如果你要挡我的路，我就消灭你！"
"MANOWAR1","千兆伏特·僧帽水母！"
"MANOWAR2","把阿贝尔城的能源供应恢复正常！否则这座城市将被毁灭！"
"MANOWAR3","…… …… ……"
"MANOWAR4","……我没有做错什么……你到底是谁？"
"MANOWAR5","我是洛克人X。我是非正规猎人。"
"MANOWAR6","是西格玛让你变成非正规的吗？"
"MANOWAR7","我不是非正规……我完全掌控着自己和自己的行动……"
"MANOWAR8","我正在努力实现新世界的梦想……！"
"MANOWAR9","你已经变成非正规了！我必须阻止你！"
"MANTIS1","嘿！非正规猎人在这里干什么？"
"MANTIS2","暗黑·螳螂……你已经变成非正规了。我要终结你的武器生产。"
"MANTIS3","我们新世代思考型机器人被设计成不可能变成非正规的，小子。"
"MANTIS4","那你为什么在制造武器？是西格玛在控制你吗？"
"MANTIS5","那又是什么在控制你，X？你那珍贵的""正义""？是吗？"
"MANTIS6","暗黑·螳螂……你的行为就是非正规的行为！"
"MANTIS7","果然，你们旧型号思考型机器人真的什么都不懂。"
"MANTIS8","让我用我的刀刃告诉你，你所谓的""正义""有多么误入歧途！"
"PANDA1","你知道最早的火箭技术是用于战争的导弹吗？"
"PANDA2","整个历史都在制造以毁灭为唯一目的的东西。导弹……思考型机器人……"
"PANDA3","你在说什么？没有思考型机器人渴望毁灭。"
"PANDA4","你真的从没这样想过吗，X？"
"PANDA5","这个世界只渴望毁灭，仅此而已？"
"PANDA6","这是西格玛相信的吗？但是……那是……"
"PANDA7","我知道你要说什么。"
"PANDA8","你认为这种想法是非正规的，对吧？"
"PANDA9","这就是我们不得不战斗的原因。"
"ROOSTER1","你知道这是什么地方吗，X？"
"ROOSTER2","这是边境废物处理中心。垃圾在这里被压缩焚烧……"
"ROOSTER3","烈焰·公鸡，你为什么发动暴乱？是西格玛在操控你吗？"
"ROOSTER4","这不是普通的暴乱。这是为了那些被你打上非正规标签然后扔到这个废铁堆的所有思考型机器人的复仇！"
"ROOSTER5","非正规只会带来灾难和毁灭！我们别无选择只能阻止他们！"
"ROOSTER6","这就是你所谓的正义？该被报废的是你！"
"ROOSTER7","西格玛打算做什么？你知道，他只是在利用你。仅此而已！"
"ROOSTER8","利用我？如果这是建造新世界必须付出的代价，那就付吧！"
"ROOSTER9","在我们将要创造的新世界里，没有你这种思考型机器人的容身之处！"
"SUNFLOWER1","X……既然你走到了这里，你一定已经想明白了。"
"SUNFLOWER2","你一定已经察觉到我们在这里追求什么了。"
"SUNFLOWER3","你们这些非正规……是在西格玛的控制之下，对吧？"
"SUNFLOWER4","很抱歉让你失望了，没有人能控制我们。"
"SUNFLOWER5","我们也许不是好人，但我们不是怪物。"
"SUNFLOWER6","没有人有权阻止我们的计划！"
"TRILOBYTE1","你知道我们在这里开采的矿石是用于太空开发的吗？"
"TRILOBYTE2","一定是西格玛在幕后！他想用这些矿物做什么？"
"TRILOBYTE3","就算解释了，像你这种无脑的非正规猎人也理解不了。"
"TRILOBYTE4","你们这些旧废铁就在这里长眠吧！"
"YETI1","我不会让你们妨碍我们的。"
"YETI2","雪崩·雪人！你到底在干什么？"
"YETI3","我们不再认为你们的世界是理想的了。旧型号思考型机器人在这里没有什么事。"
"YETI4","离开这里，X！"
"YETI5","不行！如果我们不修复这个系统，世界的生态平衡就会崩溃！"
"YETI6","哼。已经太晚了，X。"
"YETI7","你和你那些渺小的非正规猎人已经输了！"
"VILE1-1","瓦伊尔！"
"VILE1-2","你把露米涅带到哪里去了？你打算破坏雅各布计划吗？"
"VILE1-3","阔别重逢，你只会一个劲地问问题？"
"VILE1-4","不用担心我们的小朋友。露米涅正被好好照顾着。哈哈哈……"
"VILE1-5","轨道电梯对我们太重要了，我们不会伤害操控它的人。"
"VILE1-6","你不知道自己在做什么吗？"
"VILE1-7","雅各布计划是人类和思考型机器人的重要合作项目！"
"VILE1-8","冷静点，X……"
"VILE1-9","让我们享受这次小小的重逢吧，好吗？"
"VILE2-1","瓦伊尔！"
"VILE2-2","我不想再追了。放了露米涅。现在！"
"VILE2-3","哈哈哈……露米涅？你总是这么乐观啊，对吧？"
"VILE2-4","看看你的周围，蠢货！你的世界已经开始崩塌了！你以为你有资格提要求吗？"
"VILE2-5","你所认识的世界？非正规？都跟它们说再见吧！"
"VILE2-6","混乱、厄运和毁灭！这就是我们被制造出来的目的！"
"VILE3-1","哈哈哈！为了一个注定灭亡的世界你还真拼命啊！"
"VILE3-2","所以从一开始就是西格玛在幕后操纵，对吧，瓦伊尔？"
"VILE3-3","哈哈哈……你终于开始看清了吗，X？"
"VILE3-4","轨道电梯……能源……太空矿物……火箭数据……"
"VILE3-5","通往太空的道路……让这个世界存活至今的东西……是我们的了！"
"VILE3-6","在这种时候，你那珍贵的""非正规""一词有多重要呢？"
"VILE3-7","我不管你们打算做什么。无论如何我都会阻止的！"
"VILE4-1","所以，你还是不肯放弃挣扎？"
"VILE4-2","你是不是盲目到以为还有希望？"
"VILE4-3","只要我还站着，就有希望！"
"VILE4-4","我会打败你和西格玛！"
"VILE4-5","哈哈哈……现在就毁灭你太可惜了……"
"VILE4-6","也许我会等到最后一刻再好好玩玩！"
"COPYSIGMA1","西格玛！？"
"COPYSIGMA2","我允许你这样称呼我，因为我确实是西格玛。"
"COPYSIGMA3","你打算对每一个思考型机器人……每一个人类……全世界进行报复？"
"COPYSIGMA4","你完全疯了！我现在就要阻止你！"
"COPYSIGMA5","阻止什么？我们已经控制了月球。"
"COPYSIGMA6","那个旧世界已经腐朽不堪。我们将开创一个新世界来取代它！"
"COPYSIGMA7","但在此之前，X，也许是时候进行我们的最终决战了！"
"SIGMA1","欢迎，非正规猎人。很高兴再见到你，X。"
"SIGMA2","我们的相遇是命中注定的，X。我们的命运将在此刻决出胜负。"
"SIGMA3","开创新时代的时刻到了。而你的毁灭，X，是其中不可或缺的一部分。"
"SIGMA4","……"
"SIGMA5","你对你所谓的""正义""的执着最初让我开始思考……"
"SIGMA6","我意识到了这个世界的不完美，并决定必须改变它。"
"SIGMA7","不要把你的疯狂归咎于我，西格玛！"
